,book_id,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,authors
1254,1255,The House on Mango Street,3.5,1,1,0,2,2,6,Sandra Cisneros
1255,1256,City of Thieves,,0,0,0,0,0,0,David Benioff
1256,1257,"Halfway to the Grave (Night Huntress, #1)",,0,0,0,0,0,0,Jeaniene Frost
1257,1258,The Twits,4.5,0,0,1,1,4,6,"Roald Dahl, Quentin Blake"
1258,1259,"Abhorsen (Abhorsen, #3)",5.0,0,0,0,0,1,1,Garth Nix
1259,1260,The Beach House,4.0,0,0,0,1,0,1,"James Patterson, Peter de Jonge"
1260,1261,The Eyes of the Dragon,3.25,0,0,3,1,0,4,Stephen King
1261,1262,Children of Dune (Dune Chronicles #3),4.0,0,0,0,2,0,2,Frank Herbert
1262,1263,"Leviathan Wakes (The Expanse, #1)",,0,0,0,0,0,0,James S.A. Corey
1263,1264,"Queen of Shadows (Throne of Glass, #4)",,0,0,0,0,0,0,Sarah J. Maas
1264,1265,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",4.5,0,0,1,0,3,4,Art Spiegelman
1265,1266,The Snowy Day,,0,0,0,0,0,0,Ezra Jack Keats
1266,1267,"To the Nines (Stephanie Plum, #9)",4.0,0,0,0,1,0,1,Janet Evanovich
1267,1268,Where We Belong,,0,0,0,0,0,0,Emily Giffin
1268,1269,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.0,0,0,2,0,2,4,Richard   Preston
1269,1270,Sputnik Sweetheart,3.0,0,0,1,0,0,1,"Haruki Murakami, Philip Gabriel"
1270,1271,The Signature of All Things,,0,0,0,0,0,0,Elizabeth Gilbert
1271,1272,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",4.0,0,0,2,1,2,5,Lynne Truss
1272,1273,"Dead Witch Walking (The Hollows, #1)",,0,0,0,0,0,0,Kim Harrison
1273,1274,The Night Before Christmas,,0,0,0,0,0,0,"Clement C. Moore, Jan Brett"
1274,1275,"An Echo in the Bone (Outlander, #7)",,0,0,0,0,0,0,Diana Gabaldon
1275,1276,"Unearthly (Unearthly, #1)",,0,0,0,0,0,0,Cynthia Hand
1276,1277,The Case for Christ,4.0,0,0,0,1,0,1,Lee Strobel
1277,1278,"Knife of Dreams (Wheel of Time, #11)",2.5,0,1,1,0,0,2,Robert Jordan
1278,1279,Hoot,4.0,0,0,0,1,0,1,Carl Hiaasen
1279,1280,The Aeneid,4.5,0,0,0,1,1,2,"Virgil, Robert Fitzgerald"
1280,1281,This Is How You Lose Her,,0,0,0,0,0,0,Junot Díaz
1281,1282,After Dark,,0,0,0,0,0,0,"Haruki Murakami, Jay Rubin"
1282,1283,Ishmael:A Novel,4.166666666666667,0,0,1,3,2,6,Daniel Quinn
1283,1284,"It's Not Summer Without You (Summer, #2)",,0,0,0,0,0,0,Jenny Han
1284,1285,"Pushing the Limits (Pushing the Limits, #1)",,0,0,0,0,0,0,Katie McGarry
1285,1286,Quidditch Through the Ages,3.0,0,0,1,0,0,1,"Kennilworthy Whisp, J.K. Rowling"
1286,1287,"Miss Nelson Is Missing! (Miss Nelson, #1)",,0,0,0,0,0,0,"Harry Allard, James  Marshall"
1287,1288,The Long Walk,5.0,0,0,0,0,1,1,"Richard Bachman, Stephen King"
1288,1289,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",3.0,0,0,1,0,0,1,"Lemony Snicket, Brett Helquist"
1289,1290,"Messenger (The Giver, #3)",5.0,0,0,0,0,1,1,Lois Lowry
1290,1291,"Lover Revealed (Black Dagger Brotherhood, #4)",,0,0,0,0,0,0,J.R. Ward
1291,1292,'Salem's Lot,,0,0,0,0,0,0,"Stephen King, Jerry N. Uelsmann"
1292,1293,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",,0,0,0,0,0,0,"Trenton Lee Stewart, Carson Ellis"
1293,1294,god is Not Great: How Religion Poisons Everything,,0,0,0,0,0,0,Christopher Hitchens
1294,1295,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",,0,0,0,0,0,0,Abbi Glines
1295,1296,State of Fear,2.3333333333333335,0,2,1,0,0,3,Michael Crichton
1296,1297,The Statistical Probability of Love at First Sight,,0,0,0,0,0,0,Jennifer E. Smith
1297,1298,"The Golem's Eye (Bartimaeus, #2)",4.0,0,0,0,1,0,1,Jonathan Stroud
1298,1299,Still Life with Woodpecker,3.9,0,1,2,4,3,10,Tom Robbins
1299,1300,Those Who Save Us,,0,0,0,0,0,0,Jenna Blum
1300,1301,The Broker,2.6666666666666665,0,1,2,0,0,3,John Grisham
1301,1302,"Across the Universe (Across the Universe, #1)",,0,0,0,0,0,0,Beth Revis
1302,1303,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",,0,0,0,0,0,0,M. Scott Peck
1303,1304,"Blood Rites (The Dresden Files, #6)",,0,0,0,0,0,0,Jim Butcher
1304,1305,"The Boxcar Children (The Boxcar Children, #1)",4.0,0,0,0,1,0,1,"Gertrude Chandler Warner, L. Kate Deal"
1305,1306,The Silent Wife,,0,0,0,0,0,0,A.S.A. Harrison
1306,1307,How to Be a Woman,,0,0,0,0,0,0,Caitlin Moran
1307,1308,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",,0,0,0,0,0,0,Sarah J. Maas
1308,1309,Life,,0,0,0,0,0,0,Keith Richards
1309,1310,Unaccustomed Earth,,0,0,0,0,0,0,Jhumpa Lahiri
1310,1311,The Pilot's Wife,3.0,0,2,3,2,0,7,Anita Shreve
1311,1312,White Noise,3.6923076923076925,0,2,3,5,3,13,Don DeLillo
1312,1313,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",4.333333333333333,0,0,0,2,1,3,Stephen E. Ambrose
1313,1314,The Origin of Species,4.666666666666667,0,0,0,1,2,3,Charles Darwin
1314,1315,Blankets,4.25,0,0,0,3,1,4,Craig Thompson
1315,1316,The Story of Edgar Sawtelle,,0,0,0,0,0,0,David Wroblewski
1316,1317,Drowning Ruth,3.0,0,0,1,0,0,1,Christina Schwarz
1317,1318,Post Office,4.75,0,0,0,1,3,4,Charles Bukowski
1318,1319,"All the Pretty Horses (The Border Trilogy, #1)",3.0,0,0,1,0,0,1,Cormac McCarthy
1319,1320,"The Complete Sherlock Holmes, Vol 2",,0,0,0,0,0,0,"Arthur Conan Doyle, Kyle Freeman"
1320,1321,"One Piece, Volume 01: Romance Dawn (One Piece, #1)",,0,0,0,0,0,0,"Eiichirō Oda, Andy Nakatani"
1321,1322,"The Last Unicorn (The Last Unicorn, #1)",4.0,0,0,0,1,0,1,Peter S. Beagle
1322,1323,"Magyk (Septimus Heap, #1)",,0,0,0,0,0,0,Angie Sage
1323,1324,Fever 1793,,0,0,0,0,0,0,Laurie Halse Anderson
1324,1325,"The Likeness (Dublin Murder Squad, #2)",,0,0,0,0,0,0,Tana French
1325,1326,Dead Wake: The Last Crossing of the Lusitania,,0,0,0,0,0,0,Erik Larson
1326,1327,The Jungle Book,5.0,0,0,0,0,1,1,Rudyard Kipling
1327,1328,"I Am Pilgrim (Pilgrim, #1)",,0,0,0,0,0,0,Terry Hayes
1328,1329,Howl and Other Poems,4.75,0,0,0,1,3,4,"Allen Ginsberg, William Carlos Williams"
1329,1330,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,,0,0,0,0,0,0,Richard Carlson
1330,1331,Go the Fuck to Sleep,,0,0,0,0,0,0,"Adam Mansbach, Ricardo Cortés"
1331,1332,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",4.166666666666667,0,0,2,1,3,6,Douglas Adams
1332,1333,Benjamin Franklin: An American Life,4.0,0,0,0,1,0,1,Walter Isaacson
1333,1334,The Tiger's Wife,,0,0,0,0,0,0,Téa Obreht
1334,1335,"Poison Study (Study, #1)",,0,0,0,0,0,0,Maria V. Snyder
1335,1336,"Lover Unbound (Black Dagger Brotherhood, #5)",,0,0,0,0,0,0,J.R. Ward
1336,1337,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",5.0,0,0,0,0,1,1,Terry Pratchett
1337,1338,The Book of Mormon: Another Testament of Jesus Christ,,0,0,0,0,0,0,"Anonymous, Joseph Smith Jr."
1338,1339,The Mist,,0,0,0,0,0,0,Stephen King
1339,1340,"Dead Beat (The Dresden Files, #7)",,0,0,0,0,0,0,Jim Butcher
1340,1341,"Golden Son (Red Rising, #2)",,0,0,0,0,0,0,Pierce Brown
1341,1342,"Night Watch (Discworld, #29; City Watch, #6)",4.5,0,0,0,1,1,2,Terry Pratchett
1342,1343,"The Light Fantastic (Discworld, #2; Rincewind #2)",4.0,0,0,0,2,0,2,Terry Pratchett
1343,1344,What the Dog Saw and Other Adventures,,0,0,0,0,0,0,Malcolm Gladwell
1344,1345,Pretty Girls,,0,0,0,0,0,0,Karin Slaughter
1345,1346,"Last Argument of Kings (The First Law, #3)",,0,0,0,0,0,0,Joe Abercrombie
1346,1347,Revival,,0,0,0,0,0,0,Stephen King
1347,1348,Horton Hears a Who!,3.0,0,0,1,0,0,1,Dr. Seuss
1348,1349,The Blind Side: Evolution of a Game,2.0,0,1,0,0,0,1,Michael   Lewis
1349,1350,"Lirael (Abhorsen, #2)",5.0,0,0,0,0,1,1,Garth Nix
1350,1351,"School's Out—Forever (Maximum Ride, #2)",,0,0,0,0,0,0,James Patterson
1351,1352,"Black Butler, Vol. 1 (Black Butler, #1)",,0,0,0,0,0,0,"Yana Toboso, Tomo Kimura"
1352,1353,"Winter (The Lunar Chronicles, #4)",,0,0,0,0,0,0,Marissa Meyer
1353,1354,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,,0,0,0,0,0,0,"Robert Louis Stevenson, Robert Mighall"
1354,1355,The Hunger Games Tribute Guide,,0,0,0,0,0,0,Emily Seife
1355,1356,"The Warded Man (Demon Cycle, #1)",,0,0,0,0,0,0,Peter V. Brett
1356,1357,The Pilgrim's Progress,5.0,0,0,0,0,2,2,John Bunyan
1357,1358,"One Shot (Jack Reacher, #9)",,0,0,0,0,0,0,Lee Child
1358,1359,"The Serpent's Shadow (Kane Chronicles, #3)",,0,0,0,0,0,0,Rick Riordan
1359,1360,Duma Key,,0,0,0,0,0,0,Stephen King
1360,1361,The House at Riverton,,0,0,0,0,0,0,Kate Morton
1361,1362,"Winter's Heart (Wheel of Time, #9)",3.25,0,0,3,1,0,4,Robert Jordan
1362,1363,"Proven Guilty (The Dresden Files, #8)",,0,0,0,0,0,0,Jim Butcher
1363,1364,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",4.2,0,0,1,2,2,5,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus"
1364,1365,The Heart is a Lonely Hunter,4.333333333333333,0,0,0,4,2,6,Carson McCullers
1365,1366,"The Infinite Sea (The 5th Wave, #2)",,0,0,0,0,0,0,Rick Yancey
1366,1367,The Once and Future King (The Once and Future King #1-4),,0,0,0,0,0,0,T.H. White
1367,1368,"Small Gods (Discworld, #13)",4.333333333333333,0,0,0,2,1,3,Terry Pratchett
1368,1369,"Bud, Not Buddy",,0,0,0,0,0,0,Christopher Paul Curtis
1369,1370,Fun Home: A Family Tragicomic,5.0,0,0,0,0,1,1,Alison Bechdel
1370,1371,Predictably Irrational: The Hidden Forces That Shape Our Decisions,,0,0,0,0,0,0,Dan Ariely
1371,1372,الفيل الأزرق,,0,0,0,0,0,0,أحمد مراد
1372,1373,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",5.0,0,0,0,0,2,2,Lynne Reid Banks
1373,1374,"A Memory of Light (Wheel of Time, #14)",,0,0,0,0,0,0,"Robert Jordan, Brandon Sanderson"
1374,1375,Me and Earl and the Dying Girl,,0,0,0,0,0,0,Jesse Andrews
1375,1376,"The Ugly Truth (Diary of a Wimpy Kid, #5)",,0,0,0,0,0,0,Jeff Kinney
1376,1377,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",,0,0,0,0,0,0,Janet Evanovich
1377,1378,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",3.0,0,0,1,0,0,1,Simon Winchester
1378,1379,"2nd Chance (Women's Murder Club, #2)",,0,0,0,0,0,0,"James Patterson, Andrew Gross"
1379,1380,"The Complete Maus (Maus, #1-2)",4.666666666666667,0,0,0,2,4,6,Art Spiegelman
1380,1381,"The Eyre Affair (Thursday Next, #1)",3.25,0,1,1,2,0,4,Jasper Fforde
1381,1382,Anne Rice's The Vampire Lestat: A Graphic Novel,,0,0,0,0,0,0,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss"
1382,1383,Sideways Stories from Wayside School (Wayside School #1),4.0,0,0,2,3,2,7,"Louis Sachar, Adam McCauley"
1383,1384,The Art of Happiness,4.0,0,0,0,1,0,1,"Dalai Lama XIV, Howard C. Cutler"
1384,1385,The Bone Clocks,,0,0,0,0,0,0,David Mitchell
1385,1386,Black and Blue,3.6666666666666665,0,0,1,2,0,3,Anna Quindlen
1386,1387,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",,0,0,0,0,0,0,"L.J. Smith, Kevin Williamson, Julie Plec"
1387,1388,The Last Juror,3.0,0,1,1,1,0,3,John Grisham
1388,1389,Diary,3.5,0,1,0,0,1,2,Chuck Palahniuk
1389,1390,"Eleven on Top (Stephanie Plum, #11)",4.0,0,0,0,1,0,1,Janet Evanovich
1390,1391,"Inkspell (Inkworld, #2)",,0,0,0,0,0,0,"Cornelia Funke, Anthea Bell"
1391,1392,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",4.4,0,0,0,3,2,5,Chuck Klosterman
1392,1393,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,1.0,1,0,0,0,0,1,Evelyn Waugh
1393,1394,"White Night (The Dresden Files, #9)",,0,0,0,0,0,0,Jim Butcher
1394,1395,The Miniaturist,,0,0,0,0,0,0,Jessie Burton
1395,1396,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",,0,0,0,0,0,0,"Margaret Weis, Tracy Hickman"
1396,1397,"The Lost Colony (Artemis Fowl, #5)",,0,0,0,0,0,0,Eoin Colfer
1397,1398,"Extras (Uglies, #4)",,0,0,0,0,0,0,Scott Westerfeld
1398,1399,"The Burning Bridge (Ranger's Apprentice, #2)",,0,0,0,0,0,0,John Flanagan
1399,1400,"The Book of Life (All Souls Trilogy, #3)",,0,0,0,0,0,0,Deborah Harkness
1400,1401,The Artist's Way: A Spiritual Path to Higher Creativity,,0,0,0,0,0,0,Julia Cameron
1401,1402,The Stinky Cheese Man and Other Fairly Stupid Tales,4.0,0,0,1,0,1,2,"Jon Scieszka, Lane Smith"
1402,1403,Horns,,0,0,0,0,0,0,Joe Hill
1403,1404,Catherine the Great: Portrait of a Woman,,0,0,0,0,0,0,Robert K. Massie
1404,1405,"The Year of the Flood  (MaddAddam, #2)",,0,0,0,0,0,0,Margaret Atwood
1405,1406,Winter Garden,,0,0,0,0,0,0,Kristin Hannah
1406,1407,The King of Torts,2.0,0,1,0,0,0,1,John Grisham
1407,1408,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,,0,0,0,0,0,0,"Marcus Luttrell, Patrick Robinson"
1408,1409,The 3 Mistakes of My Life,,0,0,0,0,0,0,Chetan Bhagat
1409,1410,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",3.75,0,1,0,2,1,4,Agatha Christie
1410,1411,Native Son,3.8,0,0,1,4,0,5,Richard Wright
1411,1412,"Shadow's Edge (Night Angel, #2)",,0,0,0,0,0,0,Brent Weeks
1412,1413,"Under the Never Sky (Under the Never Sky, #1)",,0,0,0,0,0,0,Veronica Rossi
1413,1414,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",4.0,0,0,0,1,0,1,Nicholas Sparks
1414,1415,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,,0,0,0,0,0,0,Eric Ries
1415,1416,"The Golden Lily (Bloodlines, #2)",,0,0,0,0,0,0,Richelle Mead
1416,1417,Chasing Harry Winston,,0,0,0,0,0,0,Lauren Weisberger
1417,1418,"Magician's Gambit (The Belgariad, #3)",,0,0,0,0,0,0,David Eddings
1418,1419,The Stand: Captain Trips,,0,0,0,0,0,0,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin"
1419,1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,4.0,0,0,0,1,0,1,William L. Shirer
1420,1421,A Long Way Down,3.0,1,1,4,1,1,8,Nick Hornby
1421,1422,"Out from Boneville (Bone, #1)",,0,0,0,0,0,0,"Jeff Smith, Steve Hamaker"
1422,1423,Rose Madder,4.0,0,0,0,1,0,1,Stephen King
1423,1424,"Die Trying (Jack Reacher, #2)",,0,0,0,0,0,0,Lee Child
1424,1425,"Beautiful Chaos (Caster Chronicles, #3)",,0,0,0,0,0,0,"Kami Garcia, Margaret Stohl, Paz Pruneda"
1425,1426,Keeping Faith,4.0,0,0,0,2,0,2,Jodi Picoult
1426,1427,Heart-Shaped Box,,0,0,0,0,0,0,Joe Hill
1427,1428,"Cabin Fever (Diary of a Wimpy Kid, #6)",,0,0,0,0,0,0,Jeff Kinney
1428,1429,"Beyond the Shadows (Night Angel, #3)",,0,0,0,0,0,0,Brent Weeks
1429,1430,Everyone Worth Knowing,2.75,0,2,1,1,0,4,Lauren Weisberger
1430,1431,"Redwall (Redwall, #1)",4.0,0,0,0,2,0,2,Brian Jacques
1431,1432,The Communist Manifesto,4.2,0,0,1,2,2,5,"Karl Marx, Friedrich Engels, Gareth Stedman Jones"
1432,1433,The Woman in Cabin 10,,0,0,0,0,0,0,Ruth Ware
1433,1434,The Last of the Mohicans (The Leatherstocking Tales #2),3.5,0,0,1,1,0,2,James Fenimore Cooper
1434,1435,Sophie's Choice,4.0,0,0,0,3,0,3,William Styron
1435,1436,"Shopaholic and Sister (Shopaholic, #4)",3.0,0,2,1,2,0,5,Sophie Kinsella
1436,1437,The Iron Daughter,,0,0,0,0,0,0,Julie Kagawa
1437,1438,The Prayer of Jabez:  Breaking Through to the Blessed Life,1.0,1,0,0,0,0,1,Bruce H. Wilkinson
1438,1439,The Age of Miracles,,0,0,0,0,0,0,Karen Thompson Walker
1439,1440,Have a Little Faith: a True Story,,0,0,0,0,0,0,Mitch Albom
1440,1441,My Life in France,4.0,0,0,0,1,0,1,"Julia Child, Alex Prud'Homme"
1441,1442,"The Rosie Effect (Don Tillman, #2)",,0,0,0,0,0,0,Graeme Simsion
1442,1443,The Secret of the Nagas (Shiva Trilogy #2),,0,0,0,0,0,0,Amish Tripathi
1443,1444,Ham on Rye,5.0,0,0,0,0,3,3,Charles Bukowski
1444,1445,Flipped,,0,0,0,0,0,0,Wendelin Van Draanen
1445,1446,Emotional Intelligence 2.0,,0,0,0,0,0,0,"Travis Bradberry, Jean Greaves, Patrick Lencioni"
1446,1447,Make Way for Ducklings,3.0,0,0,2,0,0,2,Robert McCloskey
1447,1448,"Relic (Pendergast, #1)",,0,0,0,0,0,0,"Douglas Preston, Lincoln Child"
1448,1449,Notes from a Small Island,,0,0,0,0,0,0,Bill Bryson
1449,1450,"Small Favor (The Dresden Files, #10)",,0,0,0,0,0,0,Jim Butcher
1450,1451,"The Walking Dead, Compendium 1",,0,0,0,0,0,0,Robert Kirkman
1451,1452,"Princess Academy (Princess Academy, #1)",,0,0,0,0,0,0,Shannon Hale
1452,1453,"Everything, Everything",,0,0,0,0,0,0,"Nicola Yoon, David Yoon"
1453,1454,Pygmalion,3.0,0,1,0,1,0,2,George Bernard Shaw
1454,1455,Flight Behavior,,0,0,0,0,0,0,Barbara Kingsolver
1455,1456,"Grip of the Shadow Plague (Fablehaven, #3)",,0,0,0,0,0,0,Brandon Mull
1456,1457,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",2.888888888888889,2,1,3,2,1,9,Helen Fielding
1457,1458,Corelli's Mandolin,4.333333333333333,0,0,0,2,1,3,Louis de Bernières
1458,1459,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",3.0,0,0,1,0,0,1,Nicholas Sparks
1459,1460,In a Sunburned Country,5.0,0,0,0,0,1,1,Bill Bryson
1460,1461,The Memoirs of Sherlock Holmes,,0,0,0,0,0,0,Arthur Conan Doyle
1461,1462,The Orphan Master's Son,,0,0,0,0,0,0,Adam Johnson
1462,1463,"Enchanters' End Game (The Belgariad, #5)",,0,0,0,0,0,0,David Eddings
1463,1464,The Complete Persepolis,,0,0,0,0,0,0,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh"
1464,1465,The Chosen,3.25,0,1,1,2,0,4,Chaim Potok
1465,1466,The Agony and the Ecstasy,,0,0,0,0,0,0,"Irving Stone, שמואל שניצר"
1466,1467,"The Angel's Game (The Cemetery of Forgotten Books, #2)",,0,0,0,0,0,0,"Carlos Ruiz Zafón, Lucia Graves"
1467,1468,"Love, Rosie",,0,0,0,0,0,0,Cecelia Ahern
1468,1469,Amelia Bedelia  (Amelia Bedelia #1),,0,0,0,0,0,0,"Peggy Parish, Fritz Siebel"
1469,1470,"This Man (This Man, #1)",,0,0,0,0,0,0,Jodi Ellen Malpas
1470,1471,"A Dog's Purpose (A Dog's Purpose, #1)",,0,0,0,0,0,0,W. Bruce Cameron
1471,1472,"An Ember in the Ashes (An Ember in the Ashes, #1)",,0,0,0,0,0,0,Sabaa Tahir
1472,1473,"Lover Enshrined (Black Dagger Brotherhood, #6)",,0,0,0,0,0,0,J.R. Ward
1473,1474,"The Golem and the Jinni (The Golem and the Jinni, #1)",,0,0,0,0,0,0,Helene Wecker
1474,1475,الأسود يليق بك,,0,0,0,0,0,0,"أحلام مستغانمي, Ahlam Mosteghanemi"
1475,1476,"The Slippery Slope (A Series of Unfortunate Events, #10)",3.5,0,0,1,1,0,2,"Lemony Snicket, Brett Helquist"
1476,1477,Bleak House,4.5,0,0,0,2,2,4,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne"
1477,1478,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",,0,0,0,0,0,0,Esphyr Slobodkina
1478,1479,"Furies of Calderon (Codex Alera, #1)",,0,0,0,0,0,0,Jim Butcher
1479,1480,"Alanna: The First Adventure (Song of the Lioness, #1)",5.0,0,0,0,0,2,2,Tamora Pierce
1480,1481,Her Fearful Symmetry,,0,0,0,0,0,0,Audrey Niffenegger
1481,1482,The Boston Girl,,0,0,0,0,0,0,Anita Diamant
1482,1483,"Lover Avenged (Black Dagger Brotherhood, #7)",,0,0,0,0,0,0,J.R. Ward
1483,1484,"The Fall of Hyperion (Hyperion Cantos, #2)",4.0,0,0,0,1,0,1,Dan Simmons
1484,1485,"The Black Dahlia (L.A. Quartet, #1)",4.0,0,0,0,2,0,2,James Ellroy
1485,1486,"Through the Looking-Glass, and What Alice Found There",4.0,0,0,0,2,0,2,"Lewis Carroll, John Tenniel, Peter Glassman"
1486,1487,Wild Swans: Three Daughters of China,5.0,0,0,0,0,1,1,Jung Chang
1487,1488,"Go, Dog. Go!",,0,0,0,0,0,0,P.D. Eastman
1488,1489,"On the Banks of Plum Creek  (Little House, #4)",,0,0,0,0,0,0,"Laura Ingalls Wilder, Garth Williams"
1489,1490,"Finders Keepers (Bill Hodges Trilogy, #2)",,0,0,0,0,0,0,Stephen King
1490,1491,"The Strain (The Strain Trilogy, #1)",,0,0,0,0,0,0,"Guillermo del Toro, Chuck Hogan"
1491,1492,The Complete Poems of Emily Dickinson,3.0,0,0,1,0,0,1,"Emily Dickinson, Thomas H. Johnson"
1492,1493,"Old Yeller (Old Yeller, #1)",,0,0,0,0,0,0,Fred Gipson
1493,1494,Born Standing Up: A Comic's Life,,0,0,0,0,0,0,Steve Martin
1494,1495,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),4.0,0,0,0,1,0,1,Frank Warren
1495,1496,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",,0,0,0,0,0,0,George R.R. Martin
1496,1497,"The Borrowers (The Borrowers, #1)",3.0,0,0,1,0,0,1,"Mary Norton, Beth Krush, Joe Krush"
1497,1498,Hearts in Atlantis,3.6666666666666665,0,0,1,2,0,3,Stephen King
1498,1499,Small Great Things,,0,0,0,0,0,0,Jodi Picoult
1499,1500,"A Wild Sheep Chase (The Rat, #3)",5.0,0,0,0,0,2,2,"Haruki Murakami, Alfred Birnbaum"
1500,1501,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",3.0,0,1,3,1,0,5,Philippa Gregory
1501,1502,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",,0,0,0,0,0,0,Laini Taylor
1502,1503,Jitterbug Perfume,4.222222222222222,0,1,1,2,5,9,Tom Robbins
1503,1504,"The Battle for Skandia (Ranger's Apprentice, #4)",,0,0,0,0,0,0,John Flanagan
1504,1505,"The Darkest Minds (The Darkest Minds, #1)",,0,0,0,0,0,0,Alexandra Bracken
1505,1506,The Zahir,3.1666666666666665,0,2,1,3,0,6,"Paulo Coelho, Margaret Jull Costa"
1506,1507,The Power of Positive Thinking,,0,0,0,0,0,0,Norman Vincent Peale
1507,1508,"In a Dark, Dark Wood",,0,0,0,0,0,0,Ruth Ware
1508,1509,The House of Mirth,4.0,0,0,0,1,0,1,"Edith Wharton, Nina Bawden"
1509,1510,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",,0,0,0,0,0,0,"Hiro Mashima, William Flanagan"
1510,1511,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),,0,0,0,0,0,0,"Patrick Rothfuss, Nate  Taylor"
1511,1512,Twelve Years a Slave,,0,0,0,0,0,0,Solomon Northup
1512,1513,"Lover Mine (Black Dagger Brotherhood, #8)",,0,0,0,0,0,0,J.R. Ward
1513,1514,In the Heart of the Sea: The Tragedy of the Whaleship Essex,,0,0,0,0,0,0,Nathaniel Philbrick
1514,1515,Infidel,4.5,0,0,0,1,1,2,Ayaan Hirsi Ali
1515,1516,The Black Swan: The Impact of the Highly Improbable,,0,0,0,0,0,0,Nassim Nicholas Taleb
1516,1517,"The Twelve (The Passage, #2)",,0,0,0,0,0,0,Justin Cronin
1517,1518,One Day in the Life of Ivan Denisovich,3.75,0,1,0,2,1,4,"Aleksandr Solzhenitsyn, H.T. Willetts"
1518,1519,"The Diamond Age: or, A Young Lady's Illustrated Primer",4.5,0,0,0,2,2,4,Neal Stephenson
1519,1520,A Canticle for Leibowitz,,0,0,0,0,0,0,Walter M. Miller Jr.
1520,1521,"Antigone (The Theban Plays, #3)",3.6,0,0,2,3,0,5,"Sophocles, J.E. Thomas"
1521,1522,Brooklyn,,0,0,0,0,0,0,Colm Tóibín
1522,1523,"Wither (The Chemical Garden, #1)",,0,0,0,0,0,0,Lauren DeStefano
1523,1524,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,,0,0,0,0,0,0,J.D. Vance
1524,1525,"Crossroads of Twilight (Wheel of Time, #10)",1.0,1,0,0,0,0,1,Robert Jordan
1525,1526,The Red Badge of Courage,3.0,0,0,2,0,0,2,Stephen Crane
1526,1527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,,0,0,0,0,0,0,Randall Munroe
1527,1528,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",4.0,0,0,0,2,0,2,Steven Erikson
1528,1529,The Witch Of Portobello,,0,0,0,0,0,0,Paulo Coelho
1529,1530,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",4.666666666666667,0,0,0,2,4,6,Madeleine L'Engle
1530,1531,"Gregor the Overlander (Underland Chronicles, #1)",,0,0,0,0,0,0,Suzanne Collins
1531,1532,Sing You Home,,0,0,0,0,0,0,Jodi Picoult
